Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Salary Estimate Min,Salary Estimate Max,Salary Estimate Mean,Sentences in Job Description
Reporting Data Analyst,$57K-$103K (Glassdoor est.),4.5,Century Group (CA),"El Segundo, CA","El Segundo, CA",51 to 200 employees,1989,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,57.0,103.0,80.0,1
Public Policy Data Analyst,$57K-$103K (Glassdoor est.),3.9,"Netflix, Inc.","Los Angeles, CA","Los Gatos, CA",1001 to 5000 employees,1997,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),57.0,103.0,80.0,4
Epidemiologist Data Analyst-Urology,$57K-$103K (Glassdoor est.),3.8,UC Davis Medical Center,"Los Angeles, CA","Sacramento, CA",10000+ employees,1979,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),57.0,103.0,80.0,28
Data Analyst I,$57K-$103K (Glassdoor est.),3.0,Tarzana,"Northridge, CA","Tarzana, CA",501 to 1000 employees,1971,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),57.0,103.0,80.0,11
Data Systems Analyst,$57K-$103K (Glassdoor est.),3.9,STAND 8 Technology Services,"Los Angeles, CA","Los Angeles, CA",51 to 200 employees,2009,Company - Private,Consulting,Business Services,$10 to $25 million (USD),57.0,103.0,80.0,47
"Data Analyst, Predictive Analytics",$57K-$103K (Glassdoor est.),3.4,Internet Brands,"Los Angeles, CA","El Segundo, CA",1001 to 5000 employees,1998,Company - Private,Internet,Information Technology,$1 to $2 billion (USD),57.0,103.0,80.0,23
Data Reporting Analyst,$57K-$103K (Glassdoor est.),3.5,Robert Half,"Los Angeles, CA","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),57.0,103.0,80.0,17
Senior Data Analyst,$57K-$103K (Glassdoor est.),4.0,Fox Corporation,"Los Angeles, CA","New York, NY",5001 to 10000 employees,2019,Company - Public,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,57.0,103.0,80.0,8
Business Data Analyst,$57K-$103K (Glassdoor est.),5.0,Connect International,"Los Angeles, CA","West Roxbury, MA",1 to 50 employees,1979,Nonprofit Organization,Unknown,Unknown,Unknown / Non-Applicable,57.0,103.0,80.0,3
Business Data Analyst,$57K-$103K (Glassdoor est.),4.5,PUBG Santa Monica,"Los Angeles, CA","Seoul, South Korea",501 to 1000 employees,2017,Company - Private,Video Games,Media,Unknown / Non-Applicable,57.0,103.0,80.0,11
Epidemiologist Data Analyst-Urology,$57K-$103K (Glassdoor est.),4.0,UCLA Health,"Los Angeles, CA","Los Angeles, CA",5001 to 10000 employees,1919,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,57.0,103.0,80.0,27
Mid-Senior Data Analyst,$57K-$103K (Glassdoor est.),3.5,Robert Half,"Los Angeles, CA","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),57.0,103.0,80.0,22
Associate Player Support Data Analyst,$57K-$103K (Glassdoor est.),3.4,Activision Blizzard,"El Segundo, CA","Santa Monica, CA",10000+ employees,1979,Company - Public,Video Games,Media,$5 to $10 billion (USD),57.0,103.0,80.0,22
BI/Data Analyst,$57K-$103K (Glassdoor est.),2.1,The Loot Company,"Los Angeles, CA","Los Angeles, CA",201 to 500 employees,2012,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,57.0,103.0,80.0,11
"Sr. Data Analyst, Ad Operations",$57K-$103K (Glassdoor est.),3.8,System1,"Venice, CA","Venice, CA",201 to 500 employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,57.0,103.0,80.0,4
Data Analyst Junior,$35K-$45K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Los Angeles, CA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),35.0,45.0,40.0,1
"Customer Insights Manager, Senior Data Analyst | Mobile",$35K-$45K (Glassdoor est.),3.7,Elever Professional,"Los Angeles, CA","Austin, TX",1 to 50 employees,1979,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,35.0,45.0,40.0,26
Research Sr. Data Analyst - Kaiser Permanente Bernard J. Tyson School of Medicine,$35K-$45K (Glassdoor est.),4.0,Kaiser Permanente,"Pasadena, CA","Oakland, CA",10000+ employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),35.0,45.0,40.0,50
"Senior Business Technology Analyst - Big Data (Los Angeles area, CA)",$35K-$45K (Glassdoor est.),3.8,ZS Associates,"Los Angeles, CA","Evanston, IL",5001 to 10000 employees,1983,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,35.0,45.0,40.0,22
Financial Data Analyst,$35K-$45K (Glassdoor est.),3.8,Tecolote Research,"El Segundo, CA","Goleta, CA",501 to 1000 employees,1973,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),35.0,45.0,40.0,9
Enterprise Data Quality Analyst - EDM,$35K-$45K (Glassdoor est.),3.6,City National Bank,"Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable,35.0,45.0,40.0,28
Survey Data Analyst,$35K-$45K (Glassdoor est.),4.9,Cypress HCM,"Los Angeles, CA","Walnut Creek, CA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,35.0,45.0,40.0,2
Data Analyst/SQL/Healthcare Or Medical OR Clinical,$35K-$45K (Glassdoor est.),3.7,"Infonex Technologies, Inc.","Pasadena, CA","Santa Clara, CA",Unknown,1979,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,35.0,45.0,40.0,4
Data Analyst Manager,$35K-$45K (Glassdoor est.),3.7,Oakwood Search - CHURN,"Los Angeles, CA","Los Angeles, CA",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,35.0,45.0,40.0,10
Enterprise Data Analyst,$35K-$45K (Glassdoor est.),3.6,City National Bank,"Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable,35.0,45.0,40.0,15
MEDIA DATA ANALYST,$35K-$45K (Glassdoor est.),3.7,Bloom Ads Global Media Group,"Los Angeles, CA","Los Angeles, CA",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,35.0,45.0,40.0,29
Data Analyst - Personalization,$35K-$45K (Glassdoor est.),3.4,"Internet Brands, Inc.","Los Angeles, CA","El Segundo, CA",1001 to 5000 employees,1998,Company - Private,Internet,Information Technology,$1 to $2 billion (USD),35.0,45.0,40.0,22
Data Systems Analyst III,$35K-$45K (Glassdoor est.),3.7,ESP Legal,"Los Angeles, CA","Los Angeles, CA",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,35.0,45.0,40.0,61
Data Analyst / Developer,$35K-$45K (Glassdoor est.),4.1,Kforce,"Los Angeles, CA","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),35.0,45.0,40.0,3
Senior Data Bi Analyst,$35K-$45K (Glassdoor est.),3.4,"Apollo Medical Holdings, Inc.","Alhambra, CA","Sandy, UT",1 to 50 employees,1979,Company - Private,Unknown,Unknown,Less than $1 million (USD),35.0,45.0,40.0,3
"Operations Analyst, Data Governance",$35K-$45K (Glassdoor est.),3.7,Turner Broadcasting,"Burbank, CA","New York, NY",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),35.0,45.0,40.0,41
"Analyst, Data (Pharmacy & SQL)",$35K-$45K (Glassdoor est.),3.1,Molina Healthcare,"Long Beach, CA","Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),35.0,45.0,40.0,26
"Sr. Business Analyst, Data Science and Analytics",$35K-$45K (Glassdoor est.),3.0,Beautycounter,"Santa Monica, CA","Santa Monica, CA",201 to 500 employees,2013,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,35.0,45.0,40.0,12
Enterprise Data Quality Analyst - EDM,$35K-$45K (Glassdoor est.),3.5,Genuent,"Los Angeles, CA","Houston, TX",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),35.0,45.0,40.0,16
Microsoft Dynamics CRM Data Analyst,$35K-$45K (Glassdoor est.),3.7,IBM,"Los Angeles, CA","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),35.0,45.0,40.0,30
"Marketing Data Analyst, Teleflora",$35K-$45K (Glassdoor est.),3.6,The Wonderful Company LLC,"Los Angeles, CA","Los Angeles, CA",5001 to 10000 employees,1980,Company - Private,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),35.0,45.0,40.0,23
Senior Customer Data Analyst : 20,$35K-$45K (Glassdoor est.),4.6,Akraya Inc.,"Los Angeles, CA","Santa Clara, CA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),35.0,45.0,40.0,35
REMOTE Data Analyst - POWER BI+MONGO+ DAX EXPERIENCE,$35K-$45K (Glassdoor est.),3.7,Catasys Health,"Santa Monica, CA","Santa Monica, CA",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,35.0,45.0,40.0,27
Senior Data Analyst - User Growth,$35K-$45K (Glassdoor est.),3.8,TikTok,"Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,35.0,45.0,40.0,6
Automotive Data Analyst,$35K-$45K (Glassdoor est.),2.7,MotorTrend Group,"El Segundo, CA","Los Angeles, CA",501 to 1000 employees,1948,Company - Public,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,35.0,45.0,40.0,31
Data Analyst - Product,$35K-$45K (Glassdoor est.),3.4,Mercury Insurance Group,"Brea, CA","Los Angeles, CA",1001 to 5000 employees,1961,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),35.0,45.0,40.0,36
"Sr. Analyst, Data",$35K-$45K (Glassdoor est.),3.1,Molina Healthcare,"Long Beach, CA","Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),35.0,45.0,40.0,21
Senior Data Insights Analyst,$35K-$45K (Glassdoor est.),3.7,Endpoint Closing,"El Segundo, CA","El Segundo, CA",1 to 50 employees,1979,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,35.0,45.0,40.0,15
Bilingual (Chinese) Data Analyst,$42K-$66K (Glassdoor est.),3.7,Tripalink,"Los Angeles, CA","Los Angeles, CA",1 to 50 employees,2016,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,42.0,66.0,54.0,10
Systems and Data Analyst - SQL,$42K-$66K (Glassdoor est.),3.7,Ottimo Resources,"Duarte, CA","Carson, CA",Unknown,1979,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,42.0,66.0,54.0,18
Data Entry Analyst,$42K-$66K (Glassdoor est.),3.6,Ajilon,"Woodland Hills, CA","Jacksonville, FL",1001 to 5000 employees,1994,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),42.0,66.0,54.0,3
"Sr Analyst, Data Operations",$42K-$66K (Glassdoor est.),5.0,WB Technology,"Burbank, CA","Bishnupur , India",Unknown,1979,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,42.0,66.0,54.0,54
Data Intelligence Analyst II,$42K-$66K (Glassdoor est.),4.0,Prosum,"Los Angeles, CA","El Segundo, CA",201 to 500 employees,1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),42.0,66.0,54.0,35
Business Analyst / Data Analyst with Financial Industry Experience,$42K-$66K (Glassdoor est.),3.0,INSPIRE IT Solutions,"Monterey Park, CA","Hyderabad, India",1 to 50 employees,1979,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,42.0,66.0,54.0,2
Sr. Data Analyst,$42K-$66K (Glassdoor est.),3.3,Saicon Consultants Inc,"Burbank, CA","Overland Park, KS",201 to 500 employees,1998,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),42.0,66.0,54.0,3
Investment Reporting Data Analyst,$42K-$66K (Glassdoor est.),3.7,"Recruiting Resources, Inc.","El Segundo, CA","Los Angeles, CA",1 to 50 employees,1979,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,42.0,66.0,54.0,22
Jr. Data Analyst (Jr. DA),$42K-$66K (Glassdoor est.),4.0,"Prime MSO, LLC.","Glendale, CA","Dayton, OH",1 to 50 employees,1979,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),42.0,66.0,54.0,19
Sr. Business Data Analyst,$42K-$66K (Glassdoor est.),4.9,KORE1 Technologies,"Santa Monica, CA","Irvine, CA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),42.0,66.0,54.0,22
Data Reporting Analyst,$42K-$66K (Glassdoor est.),3.6,Axelon Services Corporation,"Pasadena, CA","New York, NY",501 to 1000 employees,1979,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),42.0,66.0,54.0,1
Pricing Data Analyst,$42K-$66K (Glassdoor est.),3.6,City National Corporation,"Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable,42.0,66.0,54.0,10
Senior Data Engineer & Analyst,$42K-$66K (Glassdoor est.),5.0,Pddn,"Pasadena, CA","Fremont, CA",51 to 200 employees,1979,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),42.0,66.0,54.0,1
Principal Data Management Analyst,$42K-$66K (Glassdoor est.),3.8,Northrop Grumman,"Woodland Hills, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),42.0,66.0,54.0,47
Sr. Data Analyst,$42K-$66K (Glassdoor est.),4.3,"ConsultNet, LLC","Burbank, CA","South Jordan, UT",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),42.0,66.0,54.0,5
Sr Data Analyst (DW),$42K-$66K (Glassdoor est.),4.2,"Aviana Global Technologies, Inc","Los Angeles, CA","Brea, CA",1 to 50 employees,1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),42.0,66.0,54.0,5
"Data Analyst, Product",$42K-$66K (Glassdoor est.),3.9,Jam City,"Culver City, CA","Los Angeles, CA",501 to 1000 employees,2010,Company - Private,Video Games,Media,Unknown / Non-Applicable,42.0,66.0,54.0,17
"Digital Media Data Analyst, Apple TV+",$42K-$66K (Glassdoor est.),4.1,Apple,"Culver City, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),42.0,66.0,54.0,16
Data Intelligence Analyst,$42K-$66K (Glassdoor est.),3.4,"EMINENT, INC.","Cerritos, CA","Williamsville, NY",1 to 50 employees,1979,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),42.0,66.0,54.0,20
"Operations Analyst, Data Governance",$42K-$66K (Glassdoor est.),5.0,WB Technology,"Burbank, CA","Bishnupur , India",Unknown,1979,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,42.0,66.0,54.0,46
Sr. Data Analyst,$42K-$66K (Glassdoor est.),3.8,Dollar Shave Club,"Marina del Rey, CA","Marina del Rey, CA",201 to 500 employees,2011,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,42.0,66.0,54.0,28
Data Technician/Analyst/Specialist,$42K-$66K (Glassdoor est.),3.5,"Leo Tech, LLC","Long Beach, CA","Singapore, Singapore",51 to 200 employees,1979,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,42.0,66.0,54.0,13
Senior Data Analyst,$42K-$66K (Glassdoor est.),3.8,TikTok,"Culver City, CA","Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,42.0,66.0,54.0,12
Research Data Analyst,$42K-$66K (Glassdoor est.),3.7,"Recargo, Inc., makers of PlugShare","El Segundo, CA","El Segundo, CA",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,42.0,66.0,54.0,27
【1yr OPT+Intern】Data Analyst 保实习保就业,$42K-$66K (Glassdoor est.),3.7,Easyfind Company,"Arcadia, CA","Noida, India",1 to 50 employees,1979,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,42.0,66.0,54.0,27
Heightened Standards Data Analyst,$42K-$66K (Glassdoor est.),3.6,City National Bank,"Beverly Hills, CA","Los Angeles, CA",1001 to 5000 employees,1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable,42.0,66.0,54.0,22
Corporate: Data Analyst,$42K-$66K (Glassdoor est.),3.4,"U.S. Auto Parts Network, Inc.","Torrance, CA","Carson, CA",1001 to 5000 employees,1995,Company - Public,Automotive Parts & Accessories Stores,Retail,$100 to $500 million (USD),42.0,66.0,54.0,7
Sr Data Analyst,$42K-$66K (Glassdoor est.),3.1,MyLife.com,"Los Angeles, CA","Los Angeles, CA",1 to 50 employees,2002,Company - Private,Internet,Information Technology,$10 to $25 million (USD),42.0,66.0,54.0,8
Data Analyst I- ON SITE POSITION,$42K-$66K (Glassdoor est.),1.0,Center for Family Health and Education,"Panorama City, CA","Panorama City, CA",1 to 50 employees,1979,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,42.0,66.0,54.0,8
"Analyst, Data",$42K-$66K (Glassdoor est.),3.1,Molina Healthcare,"Long Beach, CA","Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),42.0,66.0,54.0,26
Senior Data Analyst,$65K-$81K (Glassdoor est.),4.7,DISQO,"Glendale, CA","Glendale, CA",51 to 200 employees,2014,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,65.0,81.0,73.0,13
Credit Data Analyst,$65K-$81K (Glassdoor est.),3.7,Dot 818,"Glendale, CA","Glendale, CA",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,65.0,81.0,73.0,4
Sr Performance Metrics Data Analyst,$65K-$81K (Glassdoor est.),3.7,BBCN Bank,"Los Angeles, CA","Los Angeles, CA",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,65.0,81.0,73.0,45
Sr. Data Analyst,$65K-$81K (Glassdoor est.),3.7,Launch Infotech,"Signal Hill, CA","Signal Hill, CA",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,65.0,81.0,73.0,2
Junior Data Analyst,$65K-$81K (Glassdoor est.),3.9,Tech Air,"Long Beach, CA","Danbury, CT",201 to 500 employees,1935,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),65.0,81.0,73.0,10
SENIOR DATA BI ANALYST,$65K-$81K (Glassdoor est.),2.5,Network Medical Management Inc,"Alhambra, CA","Alhambra, CA",501 to 1000 employees,1994,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,65.0,81.0,73.0,6
Data Analyst - MS Access & Excel,$65K-$81K (Glassdoor est.),3.5,Midcom,"Azusa, CA","Anaheim, CA",51 to 200 employees,1979,Company - Private,Consulting,Business Services,$10 to $25 million (USD),65.0,81.0,73.0,18
Data Analyst (Asset Management / eDiscovery),$65K-$81K (Glassdoor est.),3.8,Odesus,"Burbank, CA","Los Angeles, CA",51 to 200 employees,2001,Company - Private,Consulting,Business Services,$5 to $10 million (USD),65.0,81.0,73.0,8
Jr. Data Analyst,$65K-$81K (Glassdoor est.),3.8,Login Consulting Services,"El Segundo, CA","El Segundo, CA",51 to 200 employees,1979,Company - Private,Consulting,Business Services,$5 to $10 million (USD),65.0,81.0,73.0,18
Sr. Data Analyst,$65K-$81K (Glassdoor est.),4.0,Unilever,"Marina del Rey, CA","London, United Kingdom",10000+ employees,1872,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),65.0,81.0,73.0,21
